890,listen,聴,"listen, ear, stethoscope, camel, ten, needle, eye, cross-eyed, net, heart"
891,pocket,懐,"pocket, Freud, state of mind, poltergeist, BernaE, ten, needle, eye, cross-eyed, net, top hat, scarf, cloth, clothes, clothing, garment"
892,ridicule,慢,"ridicule, Freud, state of mind, mandala, sun, day, eye, cross-eyed, net, crotch"
893,loose,漫,"loose, water, water droplets, water pistol, mandala, sun, day, eye, cross-eyed, net, crotch"
894,buy,買,"buy, eye, cross-eyed, net, shellfish, clam, oyster, eye, animal legs, eight"
895,placement,置,"placement, eye, cross-eyed, net, straightaway, ten, needle, eye, fishhook"
896,penalty,罰,"penalty, eye, cross-eyed, net, say, words, keitai, mouth, sword, sabre, saber"
897,rather,寧,"rather, house, heart, eye, cross-eyed, net, street, nail, spike"
898,voiced,濁,"voiced, water, water droplets, water pistol, spider, eye, cross-eyed, net, bound up, insect"
899,ring,環,"ring, king, jewel, ball, trampoline, eye, cross-eyed, net, one, ceiling, mouth, scarf"
900,send back,還,"send back, trampoline, eye, cross-eyed, net, one, ceiling, mouth, scarf, road"
901,husband,夫,"husband, husband, one, large"
902,aid,扶,"aid, finger, fingers, husband"
903,mountain stream,渓,"mountain stream, water, water droplets, water pistol, claw, vulture, husband"
904,standard,規,"standard, husband, see, telescope, eye, human legs"
905,exchange,替,"exchange, husband, sun, day, tongue wagging, husband2"
906,approve,賛,"approve, husband, shellfish, clam, oyster, eye, animal legs, eight, husband2"
907,submerge,潜,"submerge, water, water droplets, water pistol, exchange, husband, sun, day, tongue wagging, husband2"
908,lose,失,"lose, drop, husband"
909,iron,鉄,"iron, metal, gold, lose, drop, husband"
910,alternate,迭,"transfer, alternate, lose, drop, husband, road"
911,retainer,臣,"retainer, slave"
912,princess,姫,"princess, woman, retainer, slave"
913,storehouse,蔵,"storehouse, flowers, parade, retainer, slave"
914,entrails,臓,"entrails, moon, month, flesh, part of the body, storehouse, flowers, parade, retainer, slave"
915,intelligent,賢,"intelligent, loincloth, retainer, slave, crotch, shellfish, clam, oyster, eye, animal legs, eight"
917,strict,堅,"strict, loincloth, retainer, slave, crotch, soil, dirt, ground"
918,look to,臨,"look to, retainer, slave, reclining, lying down, goods, mouth, mouth3"
919,perusal,覧,"perusal, retainer, slave, reclining, lying down, one, floor, look, see, telescope, eye, human legs"
920,gigantic,巨,"gigantic, Fafner"
921,repel,拒,"repel, finger, fingers, gigantic, Fafner"
922,power,力,"power, muscle, arnold"
923,man,男,"male, rice field, brains, power, muscle, arnold"
924,labor,労,"labor, schoolhouse, owl, crown, power, muscle, arnold"
925,recruit,募,"recruit, graveyard, flowers, sun, day, large, St. Bernard, power, muscle, arnold"
926,inferiority,劣,"inferiority, few, power, muscle, arnold"
927,achievement,功,"achievement, craft, powered, power, muscle, arnold"
928,persuade,勧,"persuade, pegasus, horse, pantomime horse, noon, sign of the horse, turkey, power, muscle, arnold"
929,toil,努,"toil, guy, woman, crotch, power, muscle, arnold"
931,encourage,励,"encourage, Wimbledon, cliff, ten thousand, power, muscle, arnold"
932,add,加,"add, power, muscle, arnold, mouth"
933,congratulations,賀,"congratulations, add, power, muscle, arnold, mouth, shellfish, clam, oyster, eye, animal legs, eight"
934,erect,架,"erect, add, power, muscle, arnold, mouth, tree, wood"
935,armpit,脇,"armpit, moon, month, flesh, part of the body, triceps, power, muscle, arnold, power3, muscle3, arnold3"
936,threaten,脅,"threaten, triceps, power, muscle, arnold, moon, month, flesh, part of the body, power3, muscle3, arnold3"
937,co-,協,"co-, ten, needle, triceps, power, muscle, arnold, power3, muscle3, arnold3"
938,going,行,"going, boulevard, going"
939,rhythm,律,"rhythm, Nelson, column, going, line, brush"
940,restore,復,"restore, Nelson, column, going, line, fold back, double back, reclining, lying down, sun, day, walking legs"
941,gain,得,"gain, Nelson, column, going, line, bill posters, nightbreak, sun, day, one, floor, glue"
942,accompany,従,"accompany, Nelson, column, going, line, horns, mend"
943,junior,徒,"junior, Nelson, column, going, line, run, soil, dirt, ground, mend"
944,wait,待,"wait, Nelson, column, going, line, Buddhist temple, soil, dirt, ground, glue"
945,journey,往,"journey, Nelson, column, going, line, candlestick, lord, drop, king, jewel, ball"
946,subjugate,征,"subjugate, Nelson, column, going, line, correct, one, ceiling, stop, footprint"
947,diameter,径,"diameter, Nelson, column, going, line, spool, clod, toilet paper, crotch, soil, dirt, ground"
948,he,彼,"he, Nelson, column, going, line, pelt, branch, ten, needle, crotch, hook"
949,duty,役,"duty, Nelson, column, going, line, cruise missile, missile, wind, crotch"
950,benevolence,徳,"benevolence, Nelson, column, going, line, stethoscope, camel, ten, needle, eye, cross-eyed, net, heart"
951,penetrate,徹,"penetrate, Nelson, column, going, line, borstal, bring up, infant, toddler, top hat, elbow, moon, month, flesh, part of the body, taskmaster"
952,indications,徴,"indications, sherpa, Nelson, column, going, line, mountain, king, jewel, ball, taskmaster"
953,penal,懲,"penal, indications, sherpa, Nelson, column, going, line, mountain, king, jewel, ball, taskmaster, heart"
954,delicate,微,"delicate, sherpa, Nelson, column, going, line, mountain, one, ceiling, human legs, taskmaster"
955,boulevard,街,"boulevard, going, ivy, square jewel, soil, dirt, ground, soil2, dirt2, ground2"
957,equilibrium,衡,"equilibrium, boulevard, going, bound up, rice field, brains, large, St. Bernard"
958,draft,稿,"draft, wheat, cereal, tall, top hat, mouth, hood, mouth, mouth2"
959,earnings,稼,"earnings, wheat, cereal, house, sow, pig"
960,extent,程,"extent, wheat, cereal, display, mouth, king, jewel, ball"
961,tax,税,"tax, wheat, cereal, devil, horns, elder brother, teenager, mouth, human legs"
962,immature,稚,"immature, wheat, cereal, turkey"
963,harmony,和,"harmony, wheat, cereal, mouth"
964,shift,移,"shift, wheat, cereal, many, evening, evening2"
965,second,秒,"second, wheat, cereal, few"
966,autumn,秋,"autumn, wheat, cereal, fire"
967,distress,愁,"distress, autumn, wheat, cereal, fire, heart"
968,private,私,"private, wheat, cereal, elbow"
969,regularity,秩,"regularity, wheat, cereal, lose, drop, husband"
970,secret,秘,"secret, wheat, cereal, invariably, heart, drop"
971,appellation,称,"appellation, wheat, cereal, hammock, reclining, lying down, small, little"
972,profit,利,"profit, wheat, cereal, sword, sabre, saber"
973,pear tree,梨,"pear tree, profit, wheat, cereal, sword, sabre, saber, tree, wood"
974,harvest,穫,"harvest, wheat, cereal, radio caroline, flowers, vessels, turkey, crotch"
975,ear of a plant,穂,"ear (of a plant), wheat, cereal, favour, favor, ten, needle, rice field, brains, heart"
976,rice plant,稲,"rice plant, wheat, cereal, claw, vulture, old days, olden times, stick, sun, day"
977,incense,香,"incense, wheat, cereal, sun, day"
978,seasons,季,"seasons, wheat, cereal, child"
979,committee,委,"committee, wheat, cereal, woman"
980,excel,秀,"excel, wheat, cereal, fist, from"
981,transparent,透,"transparent, excel, wheat, cereal, fist, from, road"
982,entice,誘,"entice, say, words, keitai, mouth, excel, wheat, cereal, fist, from"
984,cereals,穀,"cereals, samurai, crown, wheat, cereal, cruise missile, missile, wind, crotch"
985,germ,菌,"germ, flowers, pent in, wheat, cereal"
987,rice,米,rice
988,flour,粉,"flour, rice, part, eight, sword, dagger"
989,sticky,粘,"sticky, rice, fortune-telling, magic wand, augury, mouth"
990,grains,粒,"grains, rice, vase, stand up"
991,cosmetics,粧,"cosmetics, rice, shire, cave, soil, dirt, ground"
992,astray,迷,"astray, rice, road"
993,chic,粋,"chic, rice, ninety, nine, baseball, ten, needle"
995,provisions,糧,"provisions, rice, quantity, nightbreak, sun, day, one, floor, computer"
996,chrysanthemum,菊,"chrysanthemum, flowers, rice cooker, bound up, rice"
997,core,奥,"core, drop, pent in, rice, large, St. Bernard"
998,number,数,"number, rice, woman, taskmaster"
999,watchtower,楼,"watchtower, tree, wood, rice, woman"
1000,sort,類,"sort, rice, large, St. Bernard, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight"
1001,lacquer,漆,"lacquer, water, water droplets, water pistol, tree, wood, umbrella, grains of rice"
1003,Esq.,様,"Esq., tree, wood, sheep, grains of rice"
1004,request,求,"request, arrow, grains of rice"
1005,ball,球,"ball, king, jewel, ball, request, arrow, grains of rice"
1006,salvation,救,"salvation, request, arrow, grains of rice, taskmaster"
1007,bamboo,竹,bamboo
1008,laugh,笑,"laugh, bamboo, heavens"
1009,bamboo hat,笠,"bamboo hat, bamboo, vase, stand up"
1010,bamboo grass,笹,"bamboo grass, bamboo, generation"
1012,muscle,筋,"muscle, bamboo, moon, month, flesh, part of the body, power, muscle, arnold"
1013,box,箱,"box , bamboo, inter, Inter Milan, tree, wood, eye"
1014,writing brush,筆,"writing brush, bamboo, brush"
1015,cylinder,筒,"cylinder, bamboo, same, monks, hood, one, mouth"
1016,etc.,等,"etc., bamboo, Buddhist temple, soil, dirt, ground, glue"
1017,calculate,算,"calculate, bamboo, eye, two hands"
1018,solution,答,"solution, bamboo, fit, meeting, umbrella, one, mouth"
1019,scheme,策,"scheme, bamboo, tree, wood, belt"
1020,register,簿,"register, bamboo, water, water droplets, water pistol, acupuncturist, specialty, drop, ten, needle, rice field, brains, glue"
1021,fabricate,築,"fabricate, bamboo, barge, craft, mediocre, wind, drop, tree, wood"
1023,person,人,person
1024,assistant,佐,"assistant, person, left, by one’s side, craft"
1026,however,但,"however, person, nightbreak, sun, day, one, floor"
1027,dwell,住,"dwell, person, candlestick, lord, drop, king, jewel, ball"
1028,rank,位,"rank, person, vase, stand up"
1029,go-between,仲,"go-between, person, in, stick, mouth"
1030,body,体,"body, person, origin, book, tree, wood, one"
1031,remote,悠,"permanence, remote, person, stick, fred astaire, taskmaster, heart"
1032,affair,件,"affair, person, cow"
1033,attend,仕,"attend, person, samurai"
1034,other,他,"other, person, scorpion"
1035,prostrated,伏,"prostrated, person, chihuahua, dog, large, drop"
1036,transmit,伝,"transmit, person, rising cloud, two, elbow, wall"
1037,Buddha,仏,"buddha, person, elbow"
1038,rest,休,"rest, person, tree, wood"
1039,provisional,仮,"sham, provisional, person, anti-, demonstration, cliff, crotch"
1041,chief,伯,"chief, person, white, dove"
1042,vulgar,俗,"vulgar, person, valley, eight, umbrella, mouth"
1043,faith,信,"faith, person, say, words, keitai, mouth"
1044,excellent,佳,"excellent, person, ivy, square jewel, soil, dirt, ground, soil2, dirt2, ground2"
1045,reliant,依,"reliant, person, cloth, clothes, clothing, garment"
1046,example,例,"example, person, file, bones, one, ceiling, evening, sword, sabre, saber"
1047,individual,個,"individual, person, harden, pent in, old, tombstone, gravestone, church, ten, needle, mouth"
1048,healthy,健,"healthy, person, build, brush, stretch"
1049,side,側,"side, person, rule, shellfish, clam, oyster, eye, animal legs, eight, sword, sabre, saber"
1050,waiter,侍,"waiter, person, Buddhist temple, soil, dirt, ground, glue"
1051,halt,停,"halt, person, pavilion, tall, top hat, mouth, crown, street, nail, spike"
1052,price,値,"price, person, straightaway, ten, needle, eye, fishhook"
1053,emulate,倣,"emulate, person, set free, compass, direction, taskmaster"
1055,overthrow,倒,"overthrow, person, arrival, climax, wall, one, ceiling, elbow, soil, dirt, ground, sword, sabre, saber"
1056,spy,偵,"spy, person, upright, magic wand, augury, shellfish, clam, oyster, eye, animal legs, eight"
1057,Buddhist priest,僧,"buddhist priest, person, increase, formerly, horns, rice field, brains, sun, day"
1058,hundred million,億,"hundred million, person, idea, sound, vase, stand up, sun, day, heart"
1059,ceremony,儀,"ceremony, person, righteousness, sheep, ego, hand, fiesta"
1060,reparation,償,"reparation, person, prize, outhouse, small, little, crown, mouth, shellfish, clam, oyster, eye, animal legs, eight"
1061,hermit,仙,"hermit, person, mountain"
1062,sponsor,催,"sponsor, person, mountain, turkey"
1063,humanity,仁,"humanity, person, two"
1064,scorn,侮,"scorn, person, every, reclining, lying down, mother, breasts"
1065,use,使,"use, person, history, length, stick, mouth, tucked under the arm"
1066,convenience,便,"convenience, person, grow late, Ameratasu, one, ceiling, sun, tucked under the arm"
1067,double,倍,"double, person, muzzle, vase, stand up, mouth"
1068,tenderness,優,"tenderness, person, melancholy, summer, head, page, crown, heart, walking legs"
1069,fell,伐,"fell, person, fiesta"
1070,inn,宿,"inn, house, person, hundred, one, ceiling, white, dove"
1071,wound,傷,"wound, person, reclining, lying down, piggy bank, sun, day, piglets"
1072,protect,保,"protect, person, dumbfounded, mouth, tree, wood"
1073,praise,褒,"praise, top hat, protect, person, dumbfounded, mouth, tree, wood, scarf"
1074,greatness,傑,"greatness, person, sunglasses, dancing legs, ballerina, evening, tree, wood"
1075,adhere,付,"adhere, person, glue"
1076,token,符,"token, bamboo, adhere, sellotape, person, glue"
1077,municipality,府,"borough, municipality, cave, adhere, sellotape, person, glue"
1078,responsibility,任,"responsibility, person, porter, drop, samurai"
1079,fare,賃,"fare, responsibility, person, porter, drop, samurai, shellfish, clam, oyster, eye, animal legs, eight"
1080,substitute,代,"substitute, person, arrow"
1081,sack,袋,"sack, substitute, person, arrow, garment"
1082,lend,貸,"lend, substitute, person, arrow, shellfish, clam, oyster, eye, animal legs, eight"
1083,change,化,"change, person, spoon, sitting on the ground"
1084,flower,花,"flowers, change, person, spoon, sitting on the ground"
1085,freight,貨,"freight, change, person, spoon, sitting on the ground, shellfish, clam, oyster, eye, animal legs, eight"
1086,lean,傾,"lean, change, person, about that time, spoon, sitting on the ground, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight"
1087,what,何,"what, person, can, mouth, street, nail, spike"
1088,baggage,荷,"baggage, flowers, what, person, can, mouth, street, nail, spike"
1089,sagacious,俊,"sagacious, person, streetwalker, Ministry of silly walks, John Cleese, license, elbow, human legs, walking legs"
1090,bystander,傍,"bystander, person, traffic cop, fez, vase, stand up, crown, compass, direction"
1092,long time,久,"long time, bound up, person, mummy"
1093,furrow,畝,"furrow, top hat, rice field, brains, long time, mummy, bound up, person"
1094,captured,囚,"captured, pent in, person"
1095,inside,内,"inside, person, belt"
1096,third class,丙,"third class, one, ceiling, inside, person, belt"
1097,design,柄,"design, tree, wood, third class, one, ceiling, inside, person, belt"
1098,meat,肉,"meat, person, inside, belt, person, person2"
1099,rot,腐,"rot, borough, municipality, cave, adhere, sellotape, person, glue, meat, inside, belt, person, person2"
1100,sit,座,"squat, sit, cave, shire, assembly line, person, soil, dirt, ground, person2"
1102,graduate,卒,"graduate, top hat, assembly line, person, ten, needle, person2"
1103,umbrella,傘,"umbrella, umbrella, assembly line, person, ten, needle, person4, assembly line2"
1104,monme,匁,"monme, bound up, tucked under the arm"
1105,by means of,以,"by means of, plow, drop, person"
1106,similar,似,"becoming, similar, person, by means of, plow, drop, person"
1107,join,併,"join, person, puzzle, horns, two hands"
1108,tile,瓦,"tile, one, ceiling, cane, stick, drop, fishhook, ice"
1109,flower pot,瓶,"flower pot, puzzle, horns, two hands, tile, one, ceiling, cane, stick, drop, fishhook, ice"
1110,Shinto shrine,宮,"shinto shrine, house, spine, mouth, drop, mouth2"
1111,occupation,営,"occupation, schoolhouse, owl, crown, spine, mouth, drop, mouth2"
1112,virtuous,善,"virtuous, sheep, horns, mouth"
1114,year,年,"year, sign of the horse, sunglasses"
1115,night,夜,"night, top hat, person, walking legs, drop"
1116,fluid,液,"fluid, water, water droplets, water pistol, night, top hat, person, walking legs, drop"
1117,hillock,塚,"hillock, soil, dirt, ground, crown, pig, sow"
1118,cash,幣,"cash, shredder, small, little, belt, taskmaster, towel"
1120,abuse,弊,"abuse, shredder, small, little, belt, taskmaster, two hands"
1121,yell,喚,"yell, mouth, bound up, four, large, St. Bernard"
1122,interchange,換,"interchange, finger, fingers, bound up, four, large, St. Bernard"
1123,dissolve,融,"dissolve, tripod, one, ceiling, mouth, hood, human legs, street, nail, spike, insect"
1124,alms,施,"alms, banner, direction, compass, direction, reclining, lying down, scorpion"
1125,rotation,旋,"rotation, banner, direction, compass, direction, reclining, lying down, zoo, critters"
1126,play,遊,"play, banner, direction, compass, direction, reclining, lying down, child, road"
1127,trip,旅,"trip, banner, direction, compass, direction, reclining, lying down, Carol in rags, person, rag"
1128,not,勿,"not, knot, piglet’s tail"
1129,thing,物,"thing, cow, knot, piglet’s tail"
1130,easy,易,"easy, sun, day, knot, piglet’s tail"
1131,grant,賜,"grant, shellfish, clam, oyster, eye, animal legs, eight, easy, sun, day, knot, piglet’s tail"
1132,urine,尿,"urine, flag, water"
1133,nun,尼,"nun, flag, spoon, sitting on the ground"
1135,mud,泥,"mud, water, water droplets, water pistol, nun, flag, spoon, sitting on the ground"
1136,fence,塀,"fence, soil, dirt, ground, folding screen, flag, puzzle, horns, two hands"
1137,footgear,履,"footgear, flag, restore, Nelson, column, going, line, fold back, double back, reclining, lying down, sun, day, walking legs"
1138,roof,屋,"roof, flag, climax, wall, one, ceiling, elbow, soil, dirt, ground"
1139,grip,握,"grip, finger, fingers, roof, flag climax, wall, one, ceiling, elbow, soil, dirt, ground"
1140,yield,屈,"yield, flag, exit"
1141,dig,掘,"dig, finger, fingers, yield, flag, exit"
1142,ditch,堀,"ditch, moat, soil, dirt, ground, yield, flag, exit"
1143,reside,居,"reside, flag, old, tombstone, gravestone, church, ten, needle, mouth"
1144,set,据,"set, finger, fingers, reside, flag, old, tombstone, gravestone, church, ten, needle, mouth"
1146,stratum,層,"stratum, flag, increase, formerly, horns, rice field, brains, sun, day"
1147,bureau,局,"bureau, flag, phrase, bound up, mouth"
1148,slow,遅,"slow, flag, sheep, road"
1149,leak,漏,"leak, water, water droplets, water pistol, flag, rain, weather"
1150,printing,刷,"printing, flag, towel, sword, sabre, saber"
1151,shaku,尺,"shaku, flag, stick"
1152,exhaust,尽,"exhaust, shaku-hachi, flag, stick, ice"
1153,swamp,沢,"swamp, water, water droplets, water pistol, shaku-hachi, flag, stick"
1154,translate,訳,"translate, say, words, keitai, mouth, shaku-hachi, flag, stick"
1155,choose,択,"choose, finger, fingers, shaku-hachi, flag, stick"
1156,daytime,昼,"daytime, shaku-hachi, flag, stick, nightbreak, sun, day, one, floor"
1157,door,戸,"door, one, flag"
1158,shoulder,肩,"shoulder, door, one, ceiling, flag, moon, month, flesh, part of the body"
1159,tassel,房,"tassel, door, one, ceiling, flag, compass, direction"
1160,fan,扇,"fan, door, one, ceiling, flag, feathers, wings"
1161,hearth,炉,"hearth-fire, door, one, ceiling, flag"
1162,re-,戻,"re-, door, one, ceiling, flag, large, St. Bernard"
1163,tears,涙,"tears, water, water droplets, water pistol, re-, door, one, ceiling, flag, large, St. Bernard"
1164,employ,雇,"employ, door, one, ceiling, flag, turkey"
1165,look back,顧,"look back, employ, door, one, ceiling, flag, turkey, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight"
1166,disclose,啓,"disclose, bouncer, door, one, ceiling, flag, taskmaster, mouth"
1167,show,示,"show, altar, show, two, small"
1168,salutation,礼,"salute, salutation, altar, fishhook"
1169,auspicious,祥,"auspicious, altar, sheep"
1170,celebrate,祝,"celebrate, altar, elder brother, teenager, mouth, human legs"
1171,blessing,福,"blessing, altar, wealth, one, ceiling, mouth, rice field, brains"
1172,welfare,祉,"welfare, altar, stop, footprint"
1173,company,社,"company, altar, soil, dirt, ground"
1174,inspection,視,"inspection, altar, see, telescope, eye, human legs"
1175,Nara,奈,"nara, large, St. Bernard, altar, show, two, small"
1176,military officer,尉,"military officer, flag, altar, show, two, small, glue"
1177,consolation,慰,"consolation, military officer, flag, altar, show, two, small, glue, heart"
1178,goodwill,款,"goodwill, samurai, altar, show, two, small, lack, yawn"
1179,prohibition,禁,"prohibition, grove, tree, wood, altar, show, two, small, tree2, wood2"
1180,collar,襟,"collar, cloak, prohibition, grove, tree, wood, altar, show, two, small, tree2, wood2"
1181,religion,宗,"religion, house, altar, show, two, small"
1182,adore,崇,"adore, mountain, religion, house, altar, show, two, small"
1183,ritual,祭,"ritual, moon, month, flesh, part of the body, crotch, altar, show, two, small"
1184,guess,察,"guess, house, ritual, moon, month, flesh, part of the body, crotch, altar, show, two, small"
1185,grate,擦,"grate, finger, fingers, guess, house, ritual, moon, month, flesh, part of the body, crotch, altar, show, two, small"
1186,wherefore,由,"wherefore, sprout, shoot"
1187,pluck,抽,"pluck, finger, fingers, sprout, shoot"
1188,oil,油,"oil, water, water droplets, water pistol, sprout, shoot"
1189,sleeve,袖,"sleeve, cloak, sprout, shoot"
1190,mid-air,宙,"mid-air, house, sprout, shoot"
1191,deliver,届,"deliver, flag, sprout, shoot"
1192,flute,笛,"flute, bamboo, sprout, shoot"
1193,axis,軸,"axis, car, sprout, shoot"
1194,armor,甲,"armour, armor, roots"
1195,push,押,"push, finger, fingers, armour, armor, roots"
1196,headland,岬,"headland, mountain, armour, armor, roots"
1197,insert,挿,"insert, finger, fingers, thousand, armour, armor, roots"
1198,speaketh,申,"speaketh, monkey, sun, day, stick"
1199,expand,伸,"expand, person, monkey, sun, day, stick"
1200,gods,神,"gods, altar, monkey, sun, day, stick"
1201,search,捜,"search, finger, fingers, Buddha’s hand, monkey, sun, day, stick, crotch"
1202,fruit,果,"fruit, rice field, brains, tree, wood"
1203,confectionary,菓,"candy, flowers, fruit, rice field, brains, tree, wood"
1204,chapter,課,"chapter, say, words, keitai, mouth, fruit, rice field, brains, tree, wood"
1205,naked,裸,"naked, cloak, fruit, rice field, brains, tree, wood"
1206,ax,斤,axe
1207,chop,析,"chop, tree, wood, axe"
1208,place,所,"place, door, one, ceiling, flag, axe"
1209,pray,祈,"pray, altar, axe"
1210,near,近,"near, axe, road"
1211,fold,折,"fold, finger, fingers, axe"
1212,philosophy,哲,"philosophy, fold, finger, fingers, axe, mouth"
1213,departed,逝,"departed, fold, finger, fingers, axe, road"
1214,vow,誓,"vow, fold, finger, fingers, axe, say, words, keitai, mouth"
1216,temporarily,暫,"temporarily, executioner, chop off, car, axe, sun, day"
1217,steadily,漸,"steadily, water, water droplets, water pistol, executioner, chop off, car, axe"
1218,severance,断,"severance, fishhook, rice, axe"
1219,substance,質,"substance, axe, shellfish, clam, oyster, eye, animal legs, eight, axe2"
1220,reject,斥,"reject, axe, drop"
1221,accusation,訴,"accusation, say, words, keitai, mouth, reject, axe, drop"
1222,yesterday,昨,"yesterday, sun, day, saw"
1223,lie,詐,"lie, say, words, keitai, mouth, saw"
1224,make,作,"make, person, saw"
1225,snow,雪,"snow, rain, weather, broom"
1226,record,録,"record, metal, gold, dustpan, broom, grains of rice"
1228,inquire,尋,"inquire, broom, craft, mouth, glue"
1229,hurry,急,"hurry, bound up, broom, heart"
1230,calm,穏,"calm, wheat, cereal, hideaway, claw, vulture, broom, heart"
1231,encroach,侵,"encroach, person, French maid, tickle, broom, crown, crotch"
1232,immersed,浸,"immersed, water, water droplets, water pistol, French maid, tickle, broom, crown, crotch"
1233,lie down,寝,"lie down, house, turtle, French maid, tickle, broom, crown, crotch"
1234,lady,婦,"lady, woman, feather duster, broom, apron, crown, towel"
1235,sweep,掃,"sweep, finger, fingers, feather duster, broom, apron, crown, towel"
1236,hit,当,"hit, small, broom"
1238,contend,争,"contend, bound up, rake"
1239,clean,浄,"clean, water, water droplets, water pistol, contend, bound up, rake"
1240,matter,事,"matter, one, ceiling, mouth, rake"
1241,T'ang,唐,"T’ang, cave, rake, mouth"
1242,sugar,糖,"sugar, rice, T’ang, cave, rake, mouth"
1243,sane,康,"ease, sane, cave, sieve, rake, grains of rice"
1244,apprehend,逮,"apprehend, sieve, rake, grains of rice, road"
1245,Italy,伊,"italy, person, mop"
1246,old boy,君,"old boy, mop, mouth"
1247,flock,群,"flock, old boy, mop, mouth, sheep"
1248,-proof,耐,"proof, comb, glue"
1249,demand,需,"demand, rain, weather, comb"
1250,Confucian,儒,"confucian, person, demand, rain, weather, comb"
1251,edge,端,"edge, vase, stand up, pick-axe, mountain, comb"
1252,both,両,"both, street, nail, spike, belt, shovel"
1253,full,満,"full, water, water droplets, water pistol, flowers, both, street, nail, spike, belt, shovel"
1254,brush-stroke,画,"brush-stroke, one, ceiling, sprout, shoot, shovel"
1255,tooth,歯,"tooth, stop, footprint, bag of rice, shovel"
1256,bend,曲,"bend, rice field, brains, stick"
1257,cadet,曹,"cadet, one, bend, sun, day"
1258,encounter,遭,"encounter, cadet, one, bend, sun, day, road"
1259,rowing,漕,"rowing, water, water droplets, water pistol, cadet, one, bend, sun, day"
1260,vat,槽,"vat, tree, wood, cadet, one, bend, sun, day"
1261,Big Dipper,斗,"big dipper, measuring cup, big dipper, The Plough, drop, ten, needle"
1262,fee,料,"fee, rice, measuring cup, big dipper, The Plough, drop, ten, needle"
1263,department,科,"department, wheat, cereal, measuring cup, big dipper, The Plough, drop, ten, needle"
1264,map,図,"map, pent in, measuring cup, big dipper, The Plough, drop, ten, needle"
1265,utilize,用,"utilize, moon, month, flesh, part of the body, walking stick"
1266,comfortable,庸,"commonplace, comfortable, cave, rake, screwdriver, utilise, utilize, moon, month, flesh, part of the body, walking stick"
1267,equip,備,"equip, person, flowers, cliff, screwdriver, utilise, utilize, moon, month, flesh, part of the body, walking stick"
1268,once upon a time,昔,"once upon a time, salad, flowers, one, floor, sun, day"
1269,confused,錯,"confused, metal, gold, once upon a time, storyteller, salad, sun, day"
1270,borrow,借,"borrow, person, once upon a time, storyteller, salad, sun, day"
1271,pity,惜,"pity, Freud, state of mind, once upon a time, storyteller, salad, sun, day"
1272,set aside,措,"set aside, finger, fingers, once upon a time, storyteller, salad, sun, day"
1273,scatter,散,"scatter, salad, moon, month, flesh, part of the body, taskmaster"
1274,twenty,廿,twenty
1275,commoner,庶,"commoner, caverns, cave, twenty, oven-fire, barbecue"
1276,intercept,遮,"intercept, commoner, caverns, cave, twenty, oven-fire, barbecue, road"
1277,seat,席,"seat, caverns, cave, twenty, towel"
1278,degrees,度,"degrees, caverns, cave, twenty, crotch"
1279,transit,渡,"transit, water, water droplets, water pistol, degrees, caverns, cave, twenty, crotch"
1280,bustle,奔,"bustle, large, St. Bernard, haystack, ten, needle, needle3, ten3"
1281,erupt,噴,"erupt, mouth, pitchfork, haystack, ten, needle, shellfish, clam, oyster, eye, animal legs, eight, needle3, ten3"
1282,tomb,墳,"tomb, soil, dirt, ground, pitchfork, haystack, ten, needle, shellfish, clam, oyster, eye, animal legs, eight, needle3, ten3"
1283,aroused,憤,"aroused, Freud, state of mind, pitchfork, haystack, ten, needle, shellfish, clam, oyster, eye, animal legs, eight, needle3, ten3"
1284,bake,焼,"bake, hearth fire, lofty, strawman, wickerman, haystack, ten, needle, one, human legs, needle3, ten3"
1285,daybreak,暁,"daybreak, sun, lofty, strawman, wickerman, haystack, ten, needle, one, human legs, needle3, ten3"
1286,half,半,"half, small, ten, needle"
1287,consort,伴,"consort, person, half"
1288,paddy ridge,畔,"paddy-ridge, rice field, brains, half"
1289,judgment,判,"judgement, half, sword, sabre, saber"
1291,ticket,券,"ticket, quarter, sword, dagger"
1292,scroll,巻,"scroll, quarter, snake, self"
1293,sphere,圏,"sphere, pent in, scroll, quarter, snake, self"
1294,victory,勝,"victory, edam, moon, month, flesh, part of the body, quarter, power, muscle, arnold"
1295,wisteria,藤,"wisteria, flowers, edam, moon, month, flesh, part of the body, quarter, grains of rice"
1296,facsimilie,謄,"mimeograph, facsimile, edam, moon, month, flesh, part of the body, quarter, say, words, keitai, mouth"
1297,one-sided,片,"one-sided, waiter with wine on tray"
1298,printing block,版,"printing block, one-sided, waiter with wine on tray, anti-, demonstration, cliff, crotch"
1299,of,之,"of, Zorro, building blocks, zig-zag"
1300,destitution,乏,"destitution, drop, of, Zorro, building blocks, zig-zag"
1301,turf,芝,"turf, flowers, of, Zorro, building blocks, zig-zag"
1302,negative,不,"negative, one, ceiling, person, drop"
1303,negate,否,"negate, negative, mouth"
1304,cupfuls,杯,"cupfuls, tree, wood, negative"
1305,dart,矢,"dart, drop, heavens"
1306,rectify,矯,"rectify, dart, drop, heavens, angel, heavens, mouth, hood, mouth, mouth2"
