463,cry,泣,"cry, water, water droplets, water pistol, vase, stand up"
464,badge,章,"badge, vase, stand up, sunflower, early, sun, day, ten, needle"
465,vie,競,"vie, vase, stand up, elder brother, teenager, mouth, human legs, vase2, stand up2, elder brother2, teenager2, mouth2, human legs2"
466,sovereign,帝,"sovereign, vase, stand up, apron, crown, towel"
468,juvenile,童,"juvenile, vase, stand up, computer"
469,pupil,瞳,"pupil, eye, juvenile, vase, stand up, computer"
470,bell,鐘,"bell, metal, gold, juvenile, vase, stand up, computer"
471,make a deal,商,"make a deal, vase, stand up, alien, hood, human legs, mouth"
472,legitimate wife,嫡,"legitimate wife, woman, antique, vase, stand up, hood, old, tombstone, gravestone, church, ten, needle, mouth"
473,suitable,適,"suitable, antique, vase, stand up, hood, old, tombstone, gravestone, church, ten, needle, mouth, road"
474,drip,滴,"drip, water, water droplets, water pistol, antique, vase, stand up, hood, old, tombstone, gravestone, church, ten, needle, mouth"
475,enemy,敵,"enemy, antique, vase, stand up, hood, old, tombstone, gravestone, church, ten, needle, mouth, taskmaster"
476,spoon,匕,"spoon, sitting on the ground"
480,north,北,"north, spoon, sitting on the ground"
481,stature,背,"stature, north, spoon, sitting on the ground, moon, month, flesh, part of the body"
482,compare,比,"compare, spoon, sitting on the ground, spoon2, sitting on the ground2"
483,descendants,昆,"descendants, sun, day, compare, spoon, sitting on the ground, spoon2, sitting on the ground2"
484,all,皆,"all, compare, spoon, sitting on the ground, white, dove, spoon2, sitting on the ground2"
487,mix,混,"mix, water, water droplets, water pistol, descendants, sun, day, compare, spoon, sitting on the ground, spoon2, sitting on the ground2"
488,thirst,渇,"thirst, water, water droplets, water pistol, mexican bandit, muchacho, siesta, sun, day, aroma, bound up, spoon, sitting on the ground"
489,audience,謁,"audience, say, words, keitai, mouth, mexican bandit, muchacho, siesta, sun, day, aroma, bound up, spoon, sitting on the ground"
490,brown,褐,"brown, cloak, mexican bandit, muchacho, siesta, sun, day, aroma, bound up, spoon, sitting on the ground"
491,hoarse,喝,"hoarse, mouth, mexican bandit, muchacho, siesta, sun, day, aroma, bound up, spoon, sitting on the ground"
493,delicious,旨,"delicious, spoon, sitting on the ground, sun, day"
494,fat,脂,"fat, moon, month, flesh, part of the body, delicious, spoon, sun, day"
496,I (one),壱,"1 (one), samurai, crown, spoon, sitting on the ground"
497,every,毎,"every, reclining, lying down, mother"
498,cleverness,敏,"cleverness, every, reclining, lying down, mother, breasts, taskmaster"
499,plum,梅,"plum, tree, wood, every, reclining, lying down, mother, breasts"
500,sea,海,"sea, water, water droplets, water pistol, every, reclining, lying down, mother, breasts"
501,beg,乞,"beg, reclining, lying down, fishhook"
502,drought,乾,"drought, mist, ten, needle, early, sun, day, beg, reclining, lying down, fishhook, ten2, needle2"
503,abdomen,腹,"abdomen, moon, month, flesh, part of the body, fold back, double back, reclining, lying down, sun, day, walking legs"
504,duplicate,複,"duplicate, cloak, fold back, double back, reclining, lying down, sun, day, walking legs"
505,lack,欠,"lack, yawn"
506,blow,吹,"blow, mouth, lack, yawn"
507,cook,炊,"cook, fire, lack, yawn"
508,song,歌,"song, cancan, can, mouth, street, nail, spike, lack, yawn, can2, mouth2, street2, nail2, spike2"
509,soft,軟,"soft, car, lack, yawn"
510,next,次,"next, ice, lack, yawn"
511,briar,茨,"briar, flowers, next, ice, lack, yawn"
512,assets,資,"assets, next, ice, lack, yawn, shellfish, clam, oyster, eye, animal legs, eight"
513,figure,姿,"figure, next, ice, lack, yawn, woman"
514,consult with,諮,"consult with, say, words, keitai, mouth, next, ice, lack, yawn, mouth, mouth2"
515,compensation,賠,"compensation, shellfish, clam, oyster, eye, animal legs, eight, muzzle, vase, stand up, mouth"
516,cultivate,培,"cultivate, soil, dirt, ground, muzzle, vase, stand up, mouth"
517,divide,剖,"divide, muzzle, vase, stand up, mouth, sword, sabre, saber"
518,sound,音,"sound, vase, stand up, sun, day, tongue wagging"
519,darkness,暗,"darkness, sun, day, sound, vase, stand up, sun, day, sun2, day2"
520,rhyme,韻,"rhyme, sound, vase, stand up, sun, day, employee, mouth, shellfish, clam, oyster, eye, animal legs, eight"
521,discriminating,識,"discriminating, say, words, keitai, mouth, kazoo, sound, vase, stand up, sun, day, fiesta"
522,mirror,鏡,"mirror, metal, gold, mirror, vase, stand up, sun, day, human legs"
523,boundary,境,"boundary, soil, dirt, ground, mirror, vase, stand up, sun, day, human legs"
524,deceased,亡,"deceased, perish, top hat, fishhook"
525,blind,盲,"blind, deceased, perish, top hat, fishhook, eye"
526,delusion,妄,"delusion, deceased, perish, top hat, fishhook, woman"
527,laid waste,荒,"laid waste, wreath, flowers, deceased, perish, top hat, fishhook, stream, flood"
528,ambition,望,"ambition, deceased, perish, top hat, fishhook, moon, month, flesh, part of the body, king, jewel, ball"
529,direction,方,"direction, compass, direction"
530,disturb,妨,"disturb, compass, direction, woman"
531,boy,坊,"boy, soil, dirt, ground, compass, direction"
532,perfumed,芳,"perfume, flowers, compass, direction"
533,obese,肪,"obese, moon, month, flesh, part of the body, compass, direction"
534,call on,訪,"call on, say, words, keitai, mouth, compass, direction"
535,set free,放,"set free, compass, direction, taskmaster"
536,violent,激,"violent, water, water droplets, water pistol, white, dove, compass, direction, taskmaster"
537,undress,脱,"undress, moon, month, flesh, part of the body, devil, horns, elder brother, teenager, mouth, human legs"
538,explanation,説,"rumor, say, words, keitai, mouth, devil, horns, elder brother, teenager, mouth, human legs"
539,pointed,鋭,"pointed, metal, gold, devil, horns, elder brother, teenager, mouth, human legs"
540,formerly,曽,"formerly, increase, horns, rice field, brains, sun, day"
541,increase,増,"increase, soil, dirt, ground, increase, formerly, horns, rice field, brains, sun, day"
542,presents,贈,"presents, shellfish, clam, oyster, eye, animal legs, eight, increase, formerly, horns, rice field, brains, sun, day"
543,east,東,"east, sun, day, tree, wood"
544,ridgepole,棟,"ridgepole, tree, wood, east, tree, wood, sun, day, tree2, wood2"
545,frozen,凍,"frozen, ice, east, tree, wood, sun, day"
546,pregnancy,妊,"pregnancy, woman, porter, drop, samurai"
547,courts,廷,"courts, porter, drop, samurai, stretch"
548,dye,染,"dye, water, water droplets, water pistol, nine, baseball, tree, wood"
549,burn,燃,"burn, fire, sort of thing, moon, crescent moon, month, flesh, part of the body, chihuahua, dog, large, drop, oven-fire, barbecue, fire2"
550,V.I.P.,賓,"V.I.P., house, one, ceiling, few, shellfish, clam, oyster, eye, animal legs, eight"
551,year-end,歳,"year end, stop, footprint, one, little, small, march"
552,prefecture,県,"prefecture, eye, fishhook, small, little"
553,horse chestnut,栃,"horse chestnut, tree, wood, Wimbledon, cliff, ten thousand, one, bound up"
554,ground,地,"ground, soil, dirt, ground, scorpion"
555,pond,池,"pond, water, water droplets, water pistol, scorpion"
556,insect,虫,"insect, in, stick, mouth"
557,lightning bug,蛍,"lightning-bug, schoolhouse, owl, crown, insect"
558,snake,蛇,"snake, insect, wind chimes, house, spoon, sitting on the ground"
559,rainbow,虹,"rainbow, insect, craft"
560,butterfly,蝶,"butterfly, insect, Tarzan, generation, tree, wood"
561,single,独,"single, pack of wild dogs, insect"
562,silkworm,蚕,"silkworm, heavens, insect"
563,wind,風,"wind, gnats, drop, insect"
564,self,己,"self, snake, self"
565,rouse,起,"rouse, run, soil, dirt, ground, mend, snake, self"
566,queen,妃,"queen, woman, snake, self"
567,reformation,改,"reformation, snake, self, taskmaster"
568,scribe,記,"scribe, say, words, keitai, mouth, snake, self"
569,wrap,包,"wrap, bound up, snake, self"
570,placenta,胞,"placenta, moon, month, flesh, part of the body, wrap, bound up, snake, self"
571,cannon,砲,"cannon, stone, rock, wrap, bound up, snake, self"
572,bubble,泡,"bubbles, water, water droplets, water pistol, wrap, bound up, snake, self"
573,tortoise,亀,"tortoise, bound up, eels, sun, day"
574,electricity,電,"electricity, rain, weather, eel, sun, day"
575,dragon,竜,"dragon, vase, stand up, eel, sun, day"
576,waterfall,滝,"waterfall, water, water droplets, water pistol, dragon, vase, stand up, eel, sun, day"
577,pork,豚,"pork, moon, month, flesh, part of the body, sow, pig"
578,pursue,逐,"pursue, sow, pig, road"
579,consummate,遂,"consummate, horns, sow, pig, road"
580,house,家,"house, sow, pig"
581,marry into,嫁,"marry into, woman, house, sow, pig"
582,overpowering,豪,"overpowering, tall, top hat, mouth, crown, sow, pig"
583,intestines,腸,"intestines, moon, month, flesh, part of the body, piggy bank, sun, day, piglets"
584,location,場,"location, soil, dirt, ground, piggy bank, sun, day, piglets"
585,hot water,湯,"hot water, water, water droplets, water pistol, piggy bank, sun, day, piglets"
586,sheep,羊,"sheep, horns"
587,beauty,美,"beauty, sheep, large, St. Bernard"
588,ocean,洋,"ocean, water, water droplets, water pistol, sheep"
589,detailed,詳,"detailed, say, words, keitai, mouth, sheep"
590,fresh,鮮,"fresh, fish, bound up, rice field, brains, oven-fire, barbecue, sheep"
591,accomplished,達,"accomplished, soil, dirt, ground, sheep, road"
592,envious,羨,"envious, sheep, water, water droplets, water pistol, lack, yawn"
593,distinction,差,"distinction, wool, sheep, craft"
594,don,着,"don, wool, sheep, eye"
595,solely,唯,"solely, mouth, turkey"
599,char,焦,"char, turkey, oven-fire, barbecue"
600,reef,礁,"reef, stone, rock, char, turkey, oven-fire, barbecue"
601,gather,集,"gather, turkey, tree, wood"
602,quasi-,准,"quasi-, ice, turkey"
603,advance,進,"advance, turkey, road"
604,miscellaneous,雑,"miscellaneous, nine, baseball, tree, wood, turkey"
605,female,雌,"feminine, Prince, this here, stop, footprint, spoon, sitting on the ground, turkey"
606,semi-,準,"semi-, water, water droplets, water pistol, turkey, ten, needle"
607,stirred up,奮,"stirred up, large, St. Bernard, turkey, rice field, brains"
608,rob,奪,"rob, large, St. Bernard, turkey, glue"
609,assurance,確,"assurance, stone, rock, turkeyhouse, house, turkey"
610,noon,午,"noon, horse, pantomime horse, noon, sign of the horse"
611,permit,許,"permit, say, words, keitai, mouth, horse, pantomime horse, noon, sign of the horse"
612,delight,歓,"delight, pegasus, horse, pantomime horse, noon, sign of the horse, turkey, lack, yawn"
613,authority,権,"authority, tree, wood, pegasus, horse, pantomime horse, noon, sign of the horse, turkey"
614,outlook,観,"outlook, pegasus, horse, pantomime horse, noon, sign of the horse, turkey, see, telescope, eye, human legs"
615,feathers,羽,"feathers, wings"
616,learn,習,"learn, feathers, wings, white, dove"
617,the following,翌,"the following, feathers, wings, vase, stand up"
618,weekday,曜,"weekday, sun, day, futon, feathers, wings, turkey"
619,laundry,濯,"laundry, water, water droplets, water pistol, futon, feathers, wings, turkey"
620,sayeth,曰,"sayeth, pent in, one"
621,quandary,困,"quandary, pent in, tree, wood"
622,harden,固,"harden, pent in, old, tombstone, gravestone, church, ten, needle, mouth"
624,country,国,"country, pent in, king, jewel, ball, earring, drop"
625,group,団,"group, pent in, glue"
626,cause,因,"cause, pent in, large, St. Bernard"
627,matrimony,姻,"matrimony, woman, cause, pent in, large, St. Bernard"
629,park,園,"park, pent in, earthenware jar, lidded crock, soil, dirt, ground, mouth, scarf"
630,-times,回,"times, pent in, mouth"
631,podium,壇,"podium, soil, dirt, ground, Churchill, top hat, -times, pent in, mouth, nightbreak, sun, day, one, floor"
632,store,店,"store, cave, fortune-telling, magic wand, augury, mouth"
633,warehouse,庫,"warehouse, cave, car"
634,courtyard,庭,"courtyard, cave, courts, porter, drop, samurai, stretch"
635,government office,庁,"government office, cave, street, nail, spike"
636,bed,床,"bed, cave, tree, wood"
637,hemp,麻,"hemp, cave, grove, tree, wood, tree2, wood2"
638,grind,磨,"grind, hemp, cave, grove, tree, wood, stone, rock, tree2, wood2"
639,heart,心,"heart, drops, fishhook, heart"
640,forget,忘,"forget, perish, deceased, top hat, fishhook, heart"
642,endure,忍,"endure, blade, sword, dagger, drop, heart"
643,acknowledge,認,"acknowledge, say, words, keitai, mouth, endure, blade, sword, dagger, drop, heart"
644,mourning,忌,"mourning, snake, self, heart"
645,intention,志,"intention, samurai, heart"
646,document,誌,"document, say, words, keitai, mouth, intention, samurai, heart"
648,loyalty,忠,"loyalty, in, stick, mouth, heart"
649,shish kebab,串,"shish kebab, kebab, in, stick, mouth, mouth2"
650,afflicted,患,"afflicted, kebab, in, stick, mouth, heart, mouth2"
651,think,思,"think, rice field, brains, heart"
652,grace,恩,"grace, cause, pent in, large, St. Bernard, heart"
653,apply,応,"apply, cave, heart"
654,idea,意,"idea, sound, vase, stand up, sun, day, heart"
656,concept,想,"concept, inter milan, inter, tree, wood, eye, heart"
657,breath,息,"breath, nose, drop, eye, heart"
658,recess,憩,"recess, tongue, thousand, mouth, nose, drop, eye, heart"
659,favor,恵,"favor, ten, needle, rice field, brains, heart"
660,fear,恐,"fear, barge, craft, mediocre, drop, wind, heart"
661,beguile,惑,"beguile, a, pope, fiesta, mouth, one, floor, heart"
662,emotion,感,"emotion, march, mouth, heart"
663,melancholy,憂,"melancholy, summer, head, page, crown, heart, walking legs"
664,widow,寡,"widow, house, head, page, animal legs, eight, sword, dagger"
665,busy,忙,"busy, Freud, state of mind, deceased, perish, top hat, fishhook"
666,ecstasy,悦,"ecstasy, Freud, state of mind, devil, horns, elder brother, teenager, mouth, human legs"
667,constancy,恒,"constancy, Freud, state of mind, span, one, ceiling, sun, day, one, floor, one"
668,lament,悼,"lament, Freud, state of mind, eminent, magic wand, augury, sun, day, ten, needle"
669,enlightenment,悟,"enlightenment, Freud, state of mind, I, five, mouth"
670,dreadful,怖,"dreadful, Freud, state of mind, linen, by one’s side, towel"
671,disconcerted,慌,"disconcerted, Freud, state of mind, laid waste, wreath, flowers, deceased, perish, top hat, fishhook, stream, flood"
672,repent,悔,"repent, Freud, state of mind, every, reclining, lying down, mother, breasts"
673,hate,憎,"hate, Freud, state of mind, increase, formerly, horns, rice field, brains, sun, day"
674,accustomed,慣,"accustomed, Freud, state of mind, pierce, mother, breasts, shellfish, clam, oyster, eye, animal legs, eight"
675,pleasure,愉,"pleasure, Freud, state of mind, meeting, umbrella, butchers, moon, month, flesh, part of the body, sword, sabre, saber"
676,lazy,惰,"lazy, Freud, state of mind, left-handed, left, by one’s side, craft, moon, month, flesh, part of the body"
677,humility,慎,"humility, Freud, state of mind, true, truth, ten, needle, eye, tool, animal legs, eight"
678,remorse,憾,"remorse, Freud, state of mind, emotion, march, mouth, heart"
679,recollection,憶,"recollection, Freud, state of mind, idea, sound, vase, stand up, sun, day, heart"
683,pining,慕,"pining, graveyard, flowers, sun, day, large, St. Bernard, valentine"
684,annexed,添,"annexed, water, water droplets, water pistol, heavens, valentine"
685,invariably,必,"invariably, heart, stick, drop, fishhook, drop3"
686,ooze,泌,"ooze, water, water droplets, water pistol, invariably, heart, stick, drop, fishhook, drop3"
687,hand,手,hand
688,watch over,看,"watch over, hand, eye"
689,chafe,摩,"chafe, hemp, cave, grove, tree, wood, hand, tree2, wood2"
690,ego,我,"ego, hand, fiesta"
691,righteousness,義,"righteousness, sheep, ego, hand, fiesta"
692,deliberation,議,"deliberation, say, words, keitai, mouth, righteousness, sheep, ego, hand, fiesta"
693,sacrifice,犠,"sacrifice, cow, righteousness, sheep, ego, hand, fiesta"
694,rub,抹,"rub, finger, fingers, extremity, one, tree, wood"
697,embrace,抱,"embrace, finger, fingers, wrap, bound up, snake, self"
698,board,搭,"board, finger, fingers, flowers, fit, meeting, umbrella, one, mouth"
699,extract,抄,"extract, finger, fingers, few"
700,confront,抗,"confront, finger, fingers, whirlwind, top hat, wind"
701,criticism,批,"criticism, finger, fingers, compare, spoon, sitting on the ground, spoon2, sitting on the ground2"
702,beckon,招,"beckon, finger, fingers, summon, seduce, sword, dagger, mouth"
703,clear the land,拓,"clear the land, finger, fingers, stone, rock"
704,clap,拍,"clap, finger, fingers, white, dove"
705,strike,打,"strike, finger, fingers, street, nail, spike"
706,arrest,拘,"arrest, finger, fingers, phrase, bound up, mouth"
707,discard,捨,"discard, finger, fingers, cottage, little-thatch, umbrella, lidded crock, earthenware jar, soil, dirt, ground, mouth"
708,kidnap,拐,"kidnap, finger, fingers, mouth, sword, dagger"
709,pinch,摘,"pinch, finger, fingers, antique, vase, stand up, hood, old, tombstone, gravestone, church, ten, needle, mouth"
710,challenge,挑,"challenge, finger, fingers, turtle, portent"
711,finger,指,"finger, fingers, delicious, spoon, sitting on the ground, sun, day"
712,hold,持,"hold, finger, fingers, Buddhist temple, soil, dirt, ground, glue"
714,fasten,括,"fasten, finger, fingers, tongue, thousand, mouth"
715,brandish,揮,"brandish, finger, fingers, army, chariot, crown, car, vehicle"
716,conjecture,推,"conjecture, finger, fingers, turkey"
717,hoist,揚,"hoist, finger, fingers, piggy bank, sun, day, piglets"
718,propose,提,"propose, finger, fingers, just so, sun, day, mend"
719,damage,損,"damage, finger, fingers, employee, mouth, shellfish, clam, oyster, eye, animal legs, eight"
720,pick up,拾,"pick up, finger, fingers, fit, meeting, umbrella, one, mouth"
721,shouldering,担,"shouldering, finger, fingers, nightbreak, sun, day, one, floor"
722,foothold,拠,"foothold, finger, fingers, dispose, walking legs, wind"
723,sketch,描,"sketch, finger, fingers, seedlings, flowers, rice field, brains"
724,maneuver,操,"maneuver, finger, fingers, wooden goods, furniture, goods, mouth, tree, wood, mouth3"
725,touch,接,"touch, finger, fingers, concubine, vase, stand up, woman"
726,put up a notice,掲,"put up (a notice), finger, fingers, mexican bandit, muchacho, siesta, sun, day, aroma, bound up, spoon, sitting on the ground"
727,hang,掛,"hang, finger, fingers, ivy, square jewel, soil, dirt, ground, magic wand, augury, soil2, dirt2, ground2"
729,polish,研,"polish, stone, rock, two hands"
730,commandment,戒,"commandment, two hands, fiesta"
732,contraption,械,"contraption, tree, wood, commandments, two hands, fiesta"
733,nose,鼻,"nose, drop, eye, rice field, brains, two hands"
734,punish,刑,"punish, two hands, sword, sabre, saber"
735,mould,型,"mould, punish, two hands, sword, sabre, saber, soil, dirt, ground"
736,genius,才,"genius, genius, genie"
737,property,財,"property, shellfish, clam, oyster, eye, animal legs, eight, genie"
738,lumber,材,"lumber, tree, wood, genie"
739,suppose,存,"suppose, genie, child"
740,exist,在,"exist, genie, soil, dirt, ground"
741,from,乃,"from, fist, from"
742,portable,携,"portable, finger, fingers, turkey, fist, from"
743,reach out,及,"reach out, fist, from, drop"
744,suck,吸,"suck, mouth, reach out"
745,handle,扱,"handle, finger, fingers, reach out"
746,length,丈,"length, stick, tucked under the arm"
747,history,史,"history, mouth, tucked under the arm"
748,officer,吏,"officer, history, length, stick, one, mouth, tucked under the arm"
749,grow late,更,"grow late, Ameratasu, one, ceiling, sun, tucked under the arm"
750,stiff,硬,"stiff, stone, rock, grow late, Ameratasu, one, ceiling, sun, tucked under the arm"
752,or again,又,"or again, crotch"
753,pair,双,"pair, crotch, crotch2"
754,mulberry,桑,"mulberry, crotch, tree, wood, crotch3"
755,vessels,隻,"vessels, turkey, crotch"
756,safeguard,護,"safeguard, say, words, keitai, mouth, radio caroline, flowers, vessels, turkey, crotch"
757,seize,獲,"seize, pack of wild dogs, radio caroline, flowers, vessels, turkey, crotch"
758,guy,奴,"guy, woman, crotch"
759,angry,怒,"angry, guy, woman, crotch, heart"
760,friend,友,"friend, by one’s side, crotch"
761,slip out,抜,"slip out, finger, fingers, friend, woman, crotch"
762,throw,投,"throw, finger, fingers, cruise missile, missile, wind, crotch"
763,drown,没,"drown, water, water droplets, water pistol, cruise missile, missile, wind, crotch"
765,establishment,設,"establishment, say, words, keitai, mouth, cruise missile, missile, wind, crotch"
766,beat,撃,"beat, tank, car, cruise missile, missile, wind, crotch, hand"
767,husk,殻,"husk, samurai, superfluous, crown, wind, cruise missile, missile, wind, crotch, wind2"
768,branch,支,"branch, ten, needle, crotch"
769,skill,技,"skill, finger, fingers, branch, ten, needle, crotch"
770,bough,枝,"bough, tree, wood, branch, ten, needle, crotch"
771,limb,肢,"limb, moon, month, flesh, part of the body, branch, ten, needle, crotch"
772,stalk,茎,"stalk, flowers, spool, clod, toilet paper, crotch, soil, dirt, ground"
773,suspicious,怪,"suspicious, Freud, state of mind, spool, clod, toilet paper, crotch, soil, dirt, ground"
774,lightly,軽,"lightly, car, spool, clod, toilet paper, crotch, soil, dirt, ground"
775,uncle,叔,"uncle, above, small, little, crotch"
776,coach,督,"coach, uncle, above, small, little, crotch, eye"
777,loneliness,寂,"loneliness, house, uncle, above, small, little, crotch"
778,graceful,淑,"graceful, water, water droplets, water pistol, uncle, above, small, little, crotch"
779,anti-,反,"anti-, demonstation, cliff, crotch"
780,slope,坂,"slope, soil, dirt, ground, anti-, demonstration, cliff, crotch"
781,plank,板,"plank, tree, wood, anti-, demonstration, cliff, crotch"
782,return,返,"return, anti-, demonstration, cliff, crotch, road"
783,marketing,販,"marketing, shellfish, clam, oyster, eye, animal legs, eight, anti-, demonstration, cliff, crotch"
784,claw,爪,"claw, vulture"
785,gentle,妥,"gentle, claw, vulture, woman"
786,milk,乳,"milk, fledgling, claw, vulture, child, fishhook"
787,floating,浮,"floating, water, water droplets, water pistol, fledgling, claw, vulture, child"
789,leader,将,"leader, turtle, claw, vulture, glue"
790,exhort,奨,"exhort, leader, turtle, claw, vulture, glue, large, St. Bernard"
792,pick,採,"pick, finger, fingers, grab, claw, vulture, tree, wood"
793,vegetable,菜,"vegetable, flowers, grab, claw, vulture, tree, wood"
794,accept,受,"accept, birdhouse, birdcage, claw, vulture, crown, crotch"
795,impart,授,"impart, finger, fingers, accept, birdhouse, birdcage, claw, vulture, crown, crotch"
796,love,愛,"love, birdhouse, birdcage, claw, vulture, crown, love birds, heart, walking legs"
798,pay,払,"pay, finger, fingers, elbow"
799,wide,広,"wide, cave, elbow"
801,broaden,拡,"broaden, finger, fingers, wide, cave, elbow"
802,mineral,鉱,"mineral, metal, gold, wide, cave, elbow"
803,valve,弁,"valve, elbow, two hands"
804,male,雄,"masculine, Yamanote, by one’s side, elbow, turkey"
805,pedestal,台,"pedestal, elbow, mouth"
806,neglect,怠,"neglect, pedestal, elbow, mouth, heart"
807,reign,治,"reign, water, water droplets, water pistol, pedestal, elbow, mouth"
809,commence,始,"commence, woman, pedestal, elbow, mouth"
810,womb,胎,"womb, moon, month, flesh, part of the body, pedestal, elbow, mouth"
811,window,窓,"window, hole, house, human legs, elbow, heart"
812,gone,去,"gone, soil, dirt, ground, elbow"
813,method,法,"method, water, water droplets, water pistol, gone, soil, dirt, ground, elbow"
814,meeting,会,"meeting, meeting, one, wall, umbrella, rising cloud, two, elbow, wall"
815,climax,至,"climax, wall, one, ceiling, elbow, soil, dirt, ground"
816,room,室,"room, house, climax, wall, one, ceiling, elbow, soil, dirt, ground"
817,arrival,到,"arrival, climax, wall, one, ceiling, elbow, soil, dirt, ground, sword, sabre, saber"
818,doth,致,"doth, climax, wall, one, ceiling, elbow, soil, dirt, ground, taskmaster"
819,mutually,互,"mutually, one, ceiling, one, floor"
820,abandon,棄,"abandon, infant, toddler, top hat, elbow, buckle, tree, wood"
821,bring up,育,"bring up, infant, toddler, top hat, elbow, moon, month, flesh, part of the body"
822,remove,撤,"remove, finger, fingers, borstal, bring up, infant, toddler, top hat, elbow, moon, month, flesh, part of the body, taskmaster"
823,allot,充,"allot, infant, toddler, top hat, elbow, human legs"
824,gun,銃,"gun, metal, gold, allot, infant, toddler, top hat, elbow, human legs"
825,sulfur,硫,"sulphur, stone, rock, lifebelt, infant, toddler, top hat, elbow, stream, flood"
826,current,流,"current, water, water droplets, water pistol, lifebelt, infant, toddler, top hat, elbow, stream, flood"
827,license,允,"license, elbow, human legs"
828,tempt,唆,"tempt, mouth, streetwalker, Ministry of silly walks, John Cleese, license, elbow, human legs, walking legs"
829,exit,出,exit
830,mountain,山,mountain
831,bungling,拙,"bungling, finger, fingers, exit"
832,boulder,岩,"boulder, mountain, stone, rock"
833,charcoal,炭,"charcoal, mountain, ashes, cliff, fire"
834,branch off,岐,"branch off, mountain, branch, ten, needle, crotch"
835,mountain pass,峠,"mountain peak, mountain, above, below"
836,crumble,崩,"crumble, mountain, companion, moon, month, flesh, part of the body, moon2, month2, flesh2, part of the body2"
837,secrecy,密,"secrecy, house, invariably, heart, mountain"
838,honey,蜜,"honey, house, invariably, heart, insect"
839,storm,嵐,"storm, mountain, wind, gnats, drop, insect"
840,promontory,崎,"promontory, mountain, strange, large, St. Bernard, can, street, nail, spike, mouth"
842,enter,入,enter
843,crowded,込,"crowded, enter, road"
844,part,分,"part, eight, sword, dagger"
845,poverty,貧,"poverty, part, eight, sword, dagger, shellfish, clam, oyster, eye, animal legs, eight"
846,partition,頒,"partition, part, eight, sword, dagger, head, page, one, ceiling, drop, shellfish, clam, oyster, eye, animal legs, eight"
847,public,公,"public, eight, elbow"
848,pine tree,松,"pine tree, tree, wood, public, eight, elbows"
849,venerable old man,翁,"venerable old man, public, eight, elbows, feathers, wings"
850,sue,訟,"sue, say, words, keitai, mouth, public, eight, elbows"
851,valley,谷,"valley, eight, umbrella, mouth"
852,bathe,浴,"bathe, water, water droplets, water pistol, valley, eight, umbrella, mouth"
853,contain,容,"contain, house, valley, eight, umbrella, mouth"
854,melt,溶,"melt, water, water droplets, water pistol, contents, contain, house, valley, animal legs, eight, umbrella, mouth"
855,longing,欲,"longing, valley, eight, umbrella, mouth, lack, yawn"
856,abundant,裕,"abundant, cloak, valley, eight, umbrella, mouth"
857,lead (metal),鉛,"lead, metal, gold, gully, eight, mouth"
858,run alongside,沿,"run alongside, water, water droplets, water pistol, gully, eight, mouth"
859,prize,賞,"prize, outhouse, small, little, crown, mouth, shellfish, clam, oyster, eye, animal legs, eight"
860,party,党,"party, outhouse, small, little, crown, mouth, human legs"
861,hall,堂,"public chamber, outhouse, small, little, crown, mouth, soil, dirt, ground"
862,usual,常,"usual, outhouse, small, little, crown, mouth, towel"
863,skirt,裳,"skirt, outhouse, small, little, crown, mouth, cloth, clothes, clothing, garment"
864,manipulate,掌,"manipulate, outhouse, small, little, crown, mouth, hand"
865,pelt,皮,"pelt, branch, ten, needle, crotch, hook"
866,waves,波,"waves, water, water droplets, water pistol, pelt, branch, ten, needle, crotch, hook"
867,old woman,婆,"old woman, wave, water, water droplets, water pistol, pelt, branch, ten, needle, crotch, hook, woman"
868,expose,披,"expose, finger, fingers, pelt, branch, ten, needle, crotch, hook"
869,rend,破,"rend, stone, rock, pelt, branch, ten, needle, crotch, hook"
870,incur,被,"incur, cloak, pelt, branch, ten, needle, crotch, hook"
871,remainder,残,"remainder, bones, one, ceiling, evening, float"
872,martyrdom,殉,"martyrdom, bones, one, ceiling, evening, decameron, bound up, sun, day"
873,particularly,殊,"particularly, bones, one, ceiling, evening, vermilion, drop, not yet, one, tree, wood"
874,augment,殖,"augment, bones, one, ceiling, evening, straightaway, ten, needle, eye, fishhook"
875,file,列,"file, bones, one, ceiling, evening, sword, sabre, saber"
876,split,裂,"split, file, bones, one, ceiling, evening, sword, sabre, saber, cloth, clothes, clothing, garment"
877,ardent,烈,"ardent, file, bones, one, ceiling, evening, sword, sabre, saber, oven-fire, barbecue"
878,death,死,"death, bones, one, ceiling, evening, spoon, sitting on the ground"
879,interment,葬,"interment, flowers, death, bones, one, ceiling, evening, spoon, sitting on the ground, two hands"
880,wink,瞬,"wink, eye, Rose of Sharon, birdhouse, birdcage, claw, vulture, crown, sunglasses, dancing legs, ballerina, evening"
881,ear,耳,ear
882,take,取,"take, ear, crotch"
883,gist,趣,"gist, run, soil, dirt, ground, mend, take, ear, crotch"
884,utmost,最,"utmost, sun, day, take, ear, crotch"
885,snapshot,撮,"snapshot, finger, fingers, utmost, sun, day, take, ear, crotch"
886,shame,恥,"shame, ear, heart"
887,post,職,"post, ear, kazoo, sound, vase, stand up, sun, day, fiesta"
888,holy,聖,"holy, ear, mouth, king, jewel, ball"
889,daring,敢,"daring, street, nail, spike, ear, taskmaster"
